FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,service,source_file,terrain,operateur,lon,lat,region_key,commune_key,nom
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ccb,Maritime,Golfe,Golfe 1,Bè-Est,Port,Agence Togocom Propre Port,"Agence Togocom Propre Port, Port, BP333","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp ,{Utilise},Agence Togocom,"{WCs,Douches}",Togocom,Togocom.csv,,,1.2760933333333333,6.14345,MARITIME,GOLFE1,Agence Togocom Propre Port
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ccc,Maritime,Golfe,Golfe 1,Bè-Est,Mono,Agence Togocom Mono,"Agence Togocom Mono, Mono","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp ,{Utilise},Agence Togocom,"{WCs,Douches}",Togocom,Togocom.csv,,,1.2617222599457436,6.136723976258841,MARITIME,GOLFE1,Agence Togocom Mono
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ccd,Maritime,Zio,Zio 1,Abobo,Gatokope ,Agence Togocom Store Djagble,"Agence Togocom Store Djagble, Gatokope ",Néant,Nsp ,Nsp,Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.2854432486294676,6.265293428880892,MARITIME,ZIO1,Agence Togocom Store Djagble
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cce,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,Agence Togocom Dongoyo,"Agence Togocom Dongoyo, Dongoyo","{Mardi,Lundi,Mercredi,jeudi,Vendredi}",1998,{Utilise},Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.186815,9.549365,KARA,KOZAH1,Agence Togocom Dongoyo
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ccf,Kara,Bassar,Bassar 1,Bassar,Bassar,Agence Togocom Bassar,"Agence Togocom Bassar, Bassar","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1998,{Utilise},Agence Togocom,{Latrines seches},Togocom,Togocom.csv,,,0.78035,9.25998,KARA,BASSAR1,Agence Togocom Bassar
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd0,Kara,Kéran,Kéran 1,Kantè,Yotouw,Franchise Togocom Kante,"Franchise Togocom Kante, Yotouw","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,{Utilise},Agence Togocom,{Latrines seches},Togocom,Togocom.csv,,,1.0493400000000002,9.959168333333334,KARA,KERAN1,Franchise Togocom Kante
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd1,Kara,Kéran,Kéran 1,Kantè,Mandouta,Agence Togocom Kante,"Agence Togocom Kante, Mandouta","{Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,{Utilise},Agence Togocom,"{Latrines a eau,Douches}",Togocom,Togocom.csv,,,1.0550416666666667,9.955556666666666,KARA,KERAN1,Agence Togocom Kante
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd2,Kara,Assoli,Assoli 1,Bafilo,Zogo,Agence Togocom Bafilo,"Agence Togocom Bafilo, Zogo","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2012,{Utilise},Agence Togocom,"{WCs,Douches}",Togocom,Togocom.csv,,,1.243980329013687,9.35412840013568,KARA,ASSOLI1,Agence Togocom Bafilo
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd3,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Guerin Kouka Centre,Agence Togocom Guérin Kouka,"Agence Togocom Guérin Kouka, Guerin Kouka Centre","{Lundi,Mardi,Samedi,Vendredi,jeudi,Mercredi}",2012,{Utilise},Agence Togocom,{Douches},Togocom,Togocom.csv,,,0.6085550000000001,9.687276666666666,KARA,DANKPEN1,Agence Togocom Guérin Kouka
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd4,Maritime,Zio,Zio 1,Tsévié,Tsevie,Agence Togocom Tsevie,"Agence Togocom Tsevie, Tsevie","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2020,{Utilise},Agence Togocom,{WCs},Togocom,Togocom.csv,,,1.2079766666666667,6.408834999999999,MARITIME,ZIO1,Agence Togocom Tsevie
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd5,Kara,Bassar,Bassar 3,Kabou,Kabou Marche,Agence Togocom Kabou Marche,"Agence Togocom Kabou Marche, Kabou Marche","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{Utilise},Agence Togocom,"{Latrines a eau,Douches}",Togocom,Togocom.csv,,,0.8122702048081362,9.452944931014047,KARA,BASSAR3,Agence Togocom Kabou Marche
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd6,Maritime,Avé,Avé 1,Kévé,Quartier Latin,Agence Togocom Quartier Latin,"Agence Togocom Quartier Latin, Quartier Latin","{Vendredi,Mardi,Lundi,jeudi,Mercredi}",2018,{Utilise},Agence Togocom,{Latrines a eau},Togocom,Togocom.csv,,,0.9252233333333333,6.43472,MARITIME,AVE1,Agence Togocom Quartier Latin
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd7,Kara,Doufelgou,Doufelgou 1,Niamtougou,Niamtougou,Agence Togocom Niamtougou,"Agence Togocom Niamtougou, Niamtougou, BP220 Lomé","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche}",2019,{Utilise},Agence Togocom,"{Douches,WCs}",Togocom,Togocom.csv,,,1.1079416666666666,9.765661666666666,KARA,DOUFELGOU1,Agence Togocom Niamtougou
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd8,Maritime,Avé,Avé 1,Assahoun,Kpetoume,Franchise Togocom Kpetoume,"Franchise Togocom Kpetoume, Kpetoume","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,{WCs},Togocom,Togocom.csv,,,0.914285339800625,6.449476733858452,MARITIME,AVE1,Franchise Togocom Kpetoume
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cd9,Maritime,Yoto,Yoto 1,Tabligbo,Tabligbo,Agence Togocom Tabligbo,"Agence Togocom Tabligbo, Tabligbo","{jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi}",2010,{Ferme},Agence Togocom,{WCs},Togocom,Togocom.csv,,,1.5003568420170923,6.588522752291423,MARITIME,YOTO1,Agence Togocom Tabligbo
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cda,Maritime,Zio,Zio 3,Agbélouvé,Agbelouve Ville ,Franchise Togocom Agbelouve Ville ,"Franchise Togocom Agbelouve Ville , Agbelouve Ville ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.1668566666666667,6.675084999999999,MARITIME,ZIO3,Franchise Togocom Agbelouve Ville 
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cdb,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Awassi Onorio,Agence Togocom Awassi Onorio,"Agence Togocom Awassi Onorio, Awassi Onorio","{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi}",Nsp ,{Utilise},Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.6287033333333332,6.49556,MARITIME,BASMONO1,Agence Togocom Awassi Onorio
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cdc,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Awassi Onorio,Boutique Togocom Awassi Onorio,"Boutique Togocom Awassi Onorio, Awassi Onorio","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp ,{Ferme},Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.62298,6.496435000000001,MARITIME,BASMONO1,Boutique Togocom Awassi Onorio
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cdd,Plateaux,Haho,Haho 4,Wahala,Wahala,Agence Togocom Wahala,"Agence Togocom Wahala, Wahala","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.1648266666666667,7.174345,PLATEAUX,HAHO4,Agence Togocom Wahala
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cde,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Tohoun,Agence Togocom Tohoun,"Agence Togocom Tohoun, Tohoun","{jeudi,Lundi,Mardi,Mercredi,Vendredi}",Nsp ,{Utilise},Agence Togocom,{Latrines a eau},Togocom,Togocom.csv,,,1.6099366666666668,7.022291666666666,PLATEAUX,MOYENMONO1,Agence Togocom Tohoun
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_cdf,Plateaux,Ogou,Ogou 3,Gléi,Affaire Sociale ,Point de Vente Togocom Glei,"Point de Vente Togocom Glei, Affaire Sociale ","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",Nsp,{Utilise},Agence Togocom,Nsp,Togocom,Togocom.csv,,,1.16454,7.315633333333333,PLATEAUX,OGOU3,Point de Vente Togocom Glei
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce0,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Djodjokondji,Agence Togocom Djodjokondji,"Agence Togocom Djodjokondji, Djodjokondji","{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Togocom,"{Douches,WCs}",Togocom,Togocom.csv,,,0.6346387593291425,6.900210361505778,PLATEAUX,KLOTO1,Agence Togocom Djodjokondji
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce1,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpele Adeta,Franchise Togocom Kpele Adeta,"Franchise Togocom Kpele Adeta, Kpele Adeta","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,Nsp,Togocom,Togocom.csv,,,0.7312616666666667,7.131715000000001,PLATEAUX,KPELE1,Franchise Togocom Kpele Adeta
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce2,Plateaux,Anié,Anié 1,Anié,Anie,Agence Tococom Anie,"Agence Tococom Anie, Anie","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2008,{Utilise},Agence Togocom,{WCs},Togocom,Togocom.csv,,,1.1928466666666668,7.764953333333334,PLATEAUX,ANIE1,Agence Tococom Anie
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce3,Plateaux,Haho,Haho 3,Kpédomé,Tegbe,Agence Togocom Notse,"Agence Togocom Notse, Tegbe","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2000,{Utilise},Agence Togocom,{WCs},Togocom,Togocom.csv,,,1.1720865663441928,6.964964238966572,PLATEAUX,HAHO3,Agence Togocom Notse
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce4,Plateaux,Agou,Agou 1,Agou-Tavié,Gadzepe,Agence Togocom Gadzepe,"Agence Togocom Gadzepe, Gadzepe","{Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,{Utilise},Agence Togocom,"{WCs,Latrines seches,Douches}",Togocom,Togocom.csv,,,0.716431603393936,6.846996147111316,PLATEAUX,AGOU1,Agence Togocom Gadzepe
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce5,Savanes,Tône,Tône 1,Dapaong,Napiegou ,Agence Togocom Dapaong,"Agence Togocom Dapaong, Napiegou ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1998,{Utilise},Agence Togocom,{Latrines a eau},Togocom,Togocom.csv,,,0.2034783333333333,10.862998333333334,SAVANES,TONE1,Agence Togocom Dapaong
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce6,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Cinkasse ,Agence Togocom Cinkasse,"Agence Togocom Cinkasse, Cinkasse ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche}",2012,{Utilise},Agence Togocom,{Latrines a eau},Togocom,Togocom.csv,,,0.0396640250646777,11.087926289288212,SAVANES,CINKASSE1,Agence Togocom Cinkasse
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce7,Savanes,Oti-Sud,Oti-Sud 1,Gando,Gando ,Agence Togocom Gando,"Agence Togocom Gando, Gando ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{Utilise},Agence Togocom,{Latrines seches},Togocom,Togocom.csv,,,0.7468683333333334,10.331795,SAVANES,OTISUD1,Agence Togocom Gando
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_ce8,Savanes,Oti,Oti 1,Mango,Djabou ,Agence Togocom Mango,"Agence Togocom Mango, Djabou ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2015,{Utilise},Agence Togocom,{Latrines a eau},Togocom,Togocom.csv,,,0.465361704808692,10.35530386025091,SAVANES,OTI1,Agence Togocom Mango
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c17,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Laowe,Agence Togocom Sotouboua,"Agence Togocom Sotouboua, Laowe",Néant,Nsp,Nsp,Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,0.985734376020098,8.561571052152336,CENTRALE,SOTOUBOUA1,Agence Togocom Sotouboua
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c18,Maritime,Golfe,Golfe 4,Amoutivé,Assivito,Agence Togocom Assivito,"Agence Togocom Assivito, Assivito","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2022,{Utilise},Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.221865,6.130468333333332,MARITIME,GOLFE4,Agence Togocom Assivito
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c19,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Zongo,Boutique Togocom Tchakala,"Boutique Togocom Tchakala, Zongo, BP244 Sokodé","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2014,{Utilise},Agence Togocom,{Douches},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1404672575309502,8.98419873591971,CENTRALE,TCHAOUDJO1,Boutique Togocom Tchakala
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c1a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Barriere,Agence Togocom Sokode,"Agence Togocom Sokode, Barriere, BP333","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2007,{Utilise},Agence Togocom,"{WCs,Douches}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1364225484392025,8.995775168282453,CENTRALE,TCHAOUDJO1,Agence Togocom Sokode
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c1b,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sotouboua,Agence Moov Sotouboua,"Agence Moov Sotouboua, Sotouboua","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Moov,"{WCs,Latrines a eau}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,0.9770733333333333,8.560676666666666,CENTRALE,SOTOUBOUA1,Agence Moov Sotouboua
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c1c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Komah ,Agence Togocom Franchise Koma,"Agence Togocom Franchise Koma, Komah ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{Utilise},Agence Togocom,"{WCs,Douches}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.149767464182392,8.969711814416957,CENTRALE,TCHAOUDJO1,Agence Togocom Franchise Koma
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c1d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Kossobio,Agence Moov Sokode,"Agence Moov Sokode, Kossobio, 400BP7010/C Direction","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2011,{Utilise},Agence Moov,"{WCs,Douches}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1388047548912492,8.989586208250028,CENTRALE,TCHAOUDJO1,Agence Moov Sokode
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c1e,Centrale,Tchamba,Tchamba 1,Tchamba,Iyiwa,Agence Togocom Tchamba,"Agence Togocom Tchamba, Iyiwa, Quartier Atchanve, place de la réconciliation,BP333 Lomé ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2013,{Utilise},Agence Togocom,"{WCs,Latrines a eau}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.4154333333333333,9.021938333333333,CENTRALE,TCHAMBA1,Agence Togocom Tchamba
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c1f,Centrale,Tchamba,Tchamba 3,Kaboli,Kaboli,Franchise Togocom Kaboli,"Franchise Togocom Kaboli, Kaboli","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{Utilise},Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.5930066666666667,8.746319999999999,CENTRALE,TCHAMBA3,Franchise Togocom Kaboli
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c20,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sotouboua,Agence Togocom Sotouboua,"Agence Togocom Sotouboua, Sotouboua, ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Utilise},Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,0.9748136443222274,8.56147247694421,CENTRALE,SOTOUBOUA1,Agence Togocom Sotouboua
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c21,Centrale,Blitta,Blitta 1,Blitta-Village,Blitta Village,Agence Togocom Blitta,"Agence Togocom Blitta, Blitta Village","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,"{Latrines a eau,Douches}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.0102778708306066,8.3431775078664,CENTRALE,BLITTA1,Agence Togocom Blitta
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c22,Centrale,Blitta,Blitta 1,Blitta-Village,Blitta Sous L'antenne ,Agence Moov Blitta Sous L'Antenne ,"Agence Moov Blitta Sous L'Antenne , Blitta Sous L'Antenne ","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Moov,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.0083930421985017,8.339181715780521,CENTRALE,BLITTA1,Agence Moov Blitta Sous L'Antenne 
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c23,Maritime,Golfe,Golfe 6,Baguida,Baguida,Agence Togocom Baguida,"Agence Togocom Baguida, Baguida","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2001,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.3425133333333332,6.168715,MARITIME,GOLFE6,Agence Togocom Baguida
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c24,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe,Moov Store Agoe,"Moov Store Agoe, Agoe","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Moov,{Latrines a eau},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.2093339414432598,6.2217219240318204,MARITIME,AGOENYIVE1,Moov Store Agoe
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c25,Maritime,Golfe,Golfe 6,Baguida,Baguida,Moov Store Baguida,"Moov Store Baguida, Baguida","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Moov,{Latrines a eau},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.3379933333333334,6.167401666666666,MARITIME,GOLFE6,Moov Store Baguida
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c26,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Leader Price,Agence Togocom Agoe,"Agence Togocom Agoe, Agoe Leader Price","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Togocom,{Latrines a eau},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.210900071561107,6.231077994677203,MARITIME,AGOENYIVE1,Agence Togocom Agoe
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c27,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Assiyeye,Franchise Togocom Agoe Assiyeye,"Franchise Togocom Agoe Assiyeye, Agoe Assiyeye, LIBRAIRIE BON PASTEUR","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1990666082427899,6.230627236213058,MARITIME,AGOENYIVE1,Franchise Togocom Agoe Assiyeye
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c28,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Nyiveme,Franchise Togocom Agoe Nyiveme,"Franchise Togocom Agoe Nyiveme, Agoe Nyiveme","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,"{WCs,Douches}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.2061866204763845,6.2209900074794575,MARITIME,AGOENYIVE1,Franchise Togocom Agoe Nyiveme
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c29,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Plateau,Franchise Togocom Agoe Plateau,"Franchise Togocom Agoe Plateau, Agoe Plateau","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,Nsp,Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1871283333333333,6.21647,MARITIME,AGOENYIVE1,Franchise Togocom Agoe Plateau
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c2a,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Elavagno Kleve,Agence Togocom Elavagno Kleve,"Agence Togocom Elavagno Kleve, Elavagno Kleve",Néant,Nsp,Nsp,Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1666036,6.2111736,MARITIME,AGOENYIVE3,Agence Togocom Elavagno Kleve
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c2b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Anokui,Franchise Togocom Agoe Anokui,"Franchise Togocom Agoe Anokui, Anokui","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Togocom,"{WCs,Douches}",Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1871983333333334,6.242343333333334,MARITIME,AGOENYIVE1,Franchise Togocom Agoe Anokui
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c2c,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Zossime,Agence Togocom Zossime,"Agence Togocom Zossime, Zossime","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2017,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.149106424593853,6.233276083750482,MARITIME,AGOENYIVE5,Agence Togocom Zossime
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c2d,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoe Zongo,Franchise Togocom Togblekope,"Franchise Togocom Togblekope, Agoe Zongo","{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi}",2010,{Utilise},Agence Togocom,Nsp,Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.2080261674107036,6.2575874100528965,MARITIME,AGOENYIVE4,Franchise Togocom Togblekope
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c2e,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adeticope Centre,Franchise Togocom Adeticope,"Franchise Togocom Adeticope, Adeticope Centre","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.2177537159215872,6.3173511047052155,MARITIME,AGOENYIVE6,Franchise Togocom Adeticope
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c2f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Logope ,Franchise Togocom Bewise,"Franchise Togocom Bewise, Logope , 07BP14544","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1685836153911537,6.241372703033745,MARITIME,AGOENYIVE1,Franchise Togocom Bewise
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c30,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito,Franchise Togocom Legbassito,"Franchise Togocom Legbassito, Legbassito","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.1549966666666667,6.266943333333334,MARITIME,AGOENYIVE2,Franchise Togocom Legbassito
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c31,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado,Agence Moov Sagbado,"Agence Moov Sagbado, Sagbado","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2018,{Utilise},Agence Moov,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.13712,6.1936800000000005,MARITIME,GOLFE7,Agence Moov Sagbado
_mview_agences_etablissements_agences.fid--5eb27099_1a070dc3cf9_c32,Maritime,Golfe,Golfe 5,Aflao-Gakli,Adidogome,Agence Togocom Adigome,"Agence Togocom Adigome, Adidogome","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,{Utilise},Agence Togocom,{WCs},Telecom,file-Agences - Télécom-05-09-2026 18_17_40.csv,,,1.17849303184076,6.176719403333803,MARITIME,GOLFE5,Agence Togocom Adigome
